"","TEHSIL","Tehsil","OBJECTID","PROVINCE","DISTRICT","SHAPE_Leng","Area_Sq_Km","Shape_Le_1","Shape_Area","id","fertility","elevation","poverty","night_lights","distance_to_lakes_rivers","distance_to_cities","Population","child_population","population_density","radio.x","radio.y","radio","electricity.x","electricity.y","electricity","television.x","television.y","television","mobile_phone.x","mobile_phone.y","mobile_phone","dtp_boolean.x","dtp_boolean.y","dtp_boolean","card.x","card.y","card","school_boolean.x","school_boolean.y","school_boolean","antenatal_care.x","antenatal_care.y","antenatal_care","age.x","age.y","age","mothers_age.x","mothers_age.y","mothers_age","dtp_number.x","dtp_number.y","dtp_number","school_level.x","school_level.y","school_level","wm_urban.x","wm_urban.y","wm_urban","hh_urban.x","hh_urban.y","hh_urban","ch_urban.x","ch_urban.y","ch_urban","urban_to_rural"
"34","FORT ABBAS","FORT ABBAS",296,"PUNJAB","BAHAWALNAGAR",2.75161484274,2401.52456911,2.75161484294,0.222078140748,"294",3.49679300610209,139.115845959596,0.862599338623605,0.752008001009623,0,113.488255559035,453544.081434717,49017.089091,2042272.50780782,0,0.0573122529644269,0.0573122529644269,0,0.925343811394892,0.925343811394892,0,0.463654223968566,0.463654223968566,0,0.868369351669941,0.868369351669941,0,0.365384615384615,0.365384615384615,0,0.394736842105263,0.394736842105263,0,0.631506849315069,0.631506849315069,0,0.728476821192053,0.728476821192053,0,2.00252525252525,2.00252525252525,0,28.5095890410959,28.5095890410959,0,2.02777777777778,2.02777777777778,0,3.25162689804772,3.25162689804772,0,0.333733493397359,0.333733493397359,0,0.330909090909091,0.330909090909091,0,0.309090909090909,0.309090909090909,0.324577831132453
"35","GOJRA","GOJRA",419,"PUNJAB","TOBA TEK SINGH",1.76805820098,691.338835198,1.76805820536,0.0652422067394,"416",20.1297330907051,166.452025586354,0.404059277096791,0.496692001819611,0,12.7686567164179,773022.286900879,78593.891243,11848500.0053508,0,0.0570032573289902,0.0570032573289902,0,0.996742671009772,0.996742671009772,0,0.737785016286645,0.737785016286645,0,0.907166123778502,0.907166123778502,0,0.821052631578947,0.821052631578947,0,0.425,0.425,0,0.721973094170404,0.721973094170404,0,0.872611464968153,0.872611464968153,0,2.01243781094527,2.01243781094527,0,28.377802690583,28.377802690583,0,2.73076923076923,2.73076923076923,0,3.51863354037267,3.51863354037267,0,0.423371647509579,0.423371647509579,0,0.428571428571429,0.428571428571429,0,0.432377049180328,0.432377049180328,0.428106708420445
"36","GUJAR KHAN","GUJAR KHAN",396,"PUNJAB","RAWALPINDI",2.32020822593,1480.87761076,2.32020822135,0.142837678932,"393",9.39125896151928,485.492464754497,0.365778209871465,0.45818567276001,7,21.9110787172012,778249.290445082,74683.8780079999,5448487.37576854,0,0.119311193111931,0.119311193111931,0,0.997542997542998,0.997542997542998,0,0.871007371007371,0.871007371007371,0,0.950920245398773,0.950920245398773,0,0.888888888888889,0.888888888888889,0,0.685714285714286,0.685714285714286,0,0.831470335339639,0.831470335339639,0,0.952380952380952,0.952380952380952,0,1.95881006864989,1.95881006864989,0,29.0868443680138,29.0868443680138,0,2.79375,2.79375,0,3.65460186142709,3.65460186142709,0,0.363709677419355,0.363709677419355,0,0.343991179713341,0.343991179713341,0,0.336206896551724,0.336206896551724,0.34796925122814
"37","GUJRANWALA","GUJRANWALA",325,"PUNJAB","GUJRANWALA",2.07008536976,787.248304336,2.0700853658,0.0748688664227,"323",35.9420186939524,221.746031746032,0.4308406999326,0.538593500852585,0,4.80859010270775,1954167.9054167,202554.857639,26101208.67042,0,0.0487152034261242,0.0487152034261242,0,0.996264674493063,0.996264674493063,0,0.802027748132337,0.802027748132337,0,0.894230769230769,0.894230769230769,0,0.756818181818182,0.756818181818182,0,0.527675276752767,0.527675276752767,0,0.773883161512028,0.773883161512028,0,0.928952042628774,0.928952042628774,0,1.96864576384256,1.96864576384256,0,27.5824742268041,27.5824742268041,0,2.78378378378378,2.78378378378378,0,3.61466666666667,3.61466666666667,0,0.423937007874016,0.423937007874016,0,0.444673185795162,0.444673185795162,0,0.414765906362545,0.414765906362545,0.427792033343908
"38","GUJRANWALA CITY","GUJRANWALA CITY",326,"PUNJAB","GUJRANWALA",0.472759844967,79.3986074594,0.472759843897,0.00755086143794,"324",296.382689574054,223.816513761468,0.296845043197684,NA,0,0.110091743119266,1045031.63260231,108260.926158,138398994.762565,0,0.0147058823529412,0.0147058823529412,0,1,1,0,0.955882352941177,0.955882352941177,0,0.967647058823529,0.967647058823529,0,0.790123456790123,0.790123456790123,0,0.75,0.75,0,0.780632411067194,0.780632411067194,0,0.9875,0.9875,0,1.95652173913043,1.95652173913043,0,27.9802371541502,27.9802371541502,0,2.78125,2.78125,0,3.80253164556962,3.80253164556962,0,1,1,0,1,1,0,1,1,1
"39","GUJRAT","GUJRAT",330,"PUNJAB","GUJRAT",2.02288037035,1437.93113871,2.02288036826,0.137498586922,"328",21.2148947071932,245.656519533232,0.341793599554082,0.540253013372421,12,7.76837303598581,1712431.64934912,170931.21485,12454176.3496126,0,0.0735009671179884,0.0735009671179884,0,0.999033816425121,0.999033816425121,0,0.770793036750484,0.770793036750484,0,0.897584541062802,0.897584541062802,0,0.875,0.875,0,0.630434782608696,0.630434782608696,0,0.820610687022901,0.820610687022901,0,0.941818181818182,0.941818181818182,0,1.88591549295775,1.88591549295775,0,28.513358778626,28.513358778626,0,2.79279279279279,2.79279279279279,0,3.56201550387597,3.56201550387597,0,0.374578177727784,0.374578177727784,0,0.365079365079365,0.365079365079365,0,0.321728691476591,0.321728691476591,0.353795411427913
"40","HAFIZABAD","HAFIZABAD",333,"PUNJAB","HAFIZABAD",1.43263955846,1102.35074242,1.43263955855,0.104911761787,"331",12.3926948116234,204.44715984148,0.39742749788684,0.549189984798431,10,16.1327608982827,759653.780923654,80533.7246679999,7240882.89038518,0,0.0403458213256484,0.0403458213256484,0,0.995677233429395,0.995677233429395,0,0.652737752161383,0.652737752161383,0,0.837175792507205,0.837175792507205,0,0.867088607594937,0.867088607594937,0,0.597402597402597,0.597402597402597,0,0.676706827309237,0.676706827309237,0,0.845360824742268,0.845360824742268,0,1.93528183716075,1.93528183716075,0,28.1626506024096,28.1626506024096,0,2.73333333333333,2.73333333333333,0,3.53857566765579,3.53857566765579,0,0.464188576609248,0.464188576609248,0,0.431693989071038,0.431693989071038,0,0.502803738317757,0.502803738317757,0.466228767999348
"41","HAROONABAD","HAROONABAD",297,"PUNJAB","BAHAWALNAGAR",1.61757858231,1130.12582369,1.61757858226,0.104785487036,"295",10.0743170035575,150.913621262458,0.717990648900131,0.579160988330841,0,26.1606080634501,580463.022131564,60382.327055,5539536.42389562,0,0.0512295081967213,0.0512295081967213,0,0.969325153374233,0.969325153374233,0,0.633946830265849,0.633946830265849,0,0.867075664621677,0.867075664621677,0,0.560747663551402,0.560747663551402,0,0.405797101449275,0.405797101449275,0,0.643908969210174,0.643908969210174,0,0.864864864864865,0.864864864864865,0,2.00534759358289,2.00534759358289,0,28.4283801874163,28.4283801874163,0,2.4406779661017,2.4406779661017,0,3.40748440748441,3.40748440748441,0,0.399297423887588,0.399297423887588,0,0.405204460966543,0.405204460966543,0,0.381944444444444,0.381944444444444,0.395482109766192
"42","HASILPUR","HASILPUR",302,"PUNJAB","BAHAWALPUR",2.46603391559,1124.31672477,2.46603391269,0.104523331801,"300",7.99757803634948,139.206644518272,0.767006946631162,0.679390013217926,9,33.6009296148738,488766.676434788,52490.272549,4676149.02828913,0,0.0326295585412668,0.0326295585412668,0,0.932950191570881,0.932950191570881,0,0.53742802303263,0.53742802303263,0,0.846743295019157,0.846743295019157,0,0.813559322033898,0.813559322033898,0,0.537037037037037,0.537037037037037,0,0.594630872483221,0.594630872483221,0,0.785234899328859,0.785234899328859,0,1.93939393939394,1.93939393939394,0,27.6456375838926,27.6456375838926,0,2.66666666666667,2.66666666666667,0,3.372460496614,3.372460496614,0,0.422604422604423,0.422604422604423,0,0.390287769784173,0.390287769784173,0,0.37468982630273,0.37468982630273,0.395860672897108
"43","HASSANABDAL","HASSANABDAL",290,"PUNJAB","ATTOCK",1.27983265136,381.159837084,1.27983264822,0.0370387113205,"288",10.0531053142013,441.619402985075,0.409910406194516,0.590184986591339,0,15.1753731343284,259011.582947462,24474.180831,6992996.6165995,0,0.14207650273224,0.14207650273224,0,0.997275204359673,0.997275204359673,0,0.760217983651226,0.760217983651226,0,0.918478260869565,0.918478260869565,0,0.65,0.65,0,0.5,0.5,0,0.667870036101083,0.667870036101083,0,0.896551724137931,0.896551724137931,0,1.83206106870229,1.83206106870229,0,29.0974729241877,29.0974729241877,0,2.52,2.52,0,3.44324324324324,3.44324324324324,0,0.492610837438424,0.492610837438424,0,0.507042253521127,0.507042253521127,0,0.498281786941581,0.498281786941581,0.499311625967044
"44","HAZRO","HAZRO",291,"PUNJAB","ATTOCK",1.21138895395,387.077207237,1.21138895688,0.0376718497539,"289",14.6748689976126,328.122448979592,0.384188449686324,NA,0,3.72222222222222,394443.487170477,37483.136946,10470510.2018422,0,0.0926430517711172,0.0926430517711172,0,1,1,0,0.685636856368564,0.685636856368564,0,0.899728997289973,0.899728997289973,0,0.866666666666667,0.866666666666667,0,0.714285714285714,0.714285714285714,0,0.549348230912477,0.549348230912477,0,0.775280898876405,0.775280898876405,0,1.92888888888889,1.92888888888889,0,29.0372439478585,29.0372439478585,0,2.76923076923077,2.76923076923077,0,3.13220338983051,3.13220338983051,0,0.42483660130719,0.42483660130719,0,0.474835886214442,0.474835886214442,0,0.390946502057613,0.390946502057613,0.430206329859748
"45","ISAKHEL","ISAKHEL",365,"PUNJAB","MIANWALI",2.92341438718,1883.27458015,2.92341438284,0.18138317281,"362",3.85726387076074,359.89270714013,0.567138132433455,0.713585019111633,32,39.4701834862385,405355.777674626,47867.176688,2234803.65568,0,0.109489051094891,0.109489051094891,0,0.951456310679612,0.951456310679612,0,0.727493917274939,0.727493917274939,0,0.895631067961165,0.895631067961165,0,0.546875,0.546875,0,0.351851851851852,0.351851851851852,0,0.379084967320261,0.379084967320261,0,0.848484848484849,0.848484848484849,0,2.018779342723,2.018779342723,0,28.9084967320261,28.9084967320261,0,1.96969696969697,1.96969696969697,0,3.49137931034483,3.49137931034483,0,0.42015503875969,0.42015503875969,0,0.381818181818182,0.381818181818182,0,0.394618834080717,0.394618834080717,0.39886401821953
"46","JAHANIAN","JAHANIAN",347,"PUNJAB","KHANEWAL",1.45683001044,499.727509199,1.45683001066,0.0467037462545,"345",14.8109045342209,125.494065281899,0.656239061838105,0.41738098859787,0,22.3377976190476,383170.467001914,42344.949251,8204276.90990623,0,0.0325379609544469,0.0325379609544469,0,0.980728051391863,0.980728051391863,0,0.661670235546039,0.661670235546039,0,0.946466809421842,0.946466809421842,0,0.794117647058823,0.794117647058823,0,0.6,0.6,0,0.619326500732064,0.619326500732064,0,0.84297520661157,0.84297520661157,0,2.1264367816092,2.1264367816092,0,28.8696925329429,28.8696925329429,0,2.57407407407407,2.57407407407407,0,3.44444444444444,3.44444444444444,0,0.39477503628447,0.39477503628447,0,0.384615384615385,0.384615384615385,0,0.344729344729345,0.344729344729345,0.374706588543067
"47","JALALPUR PIRWALA","JALALPUR PIRWALA",368,"PUNJAB","MULTAN",1.58360418199,871.275606975,1.58360418294,0.0810897034058,"365",12.0566880997411,107.033505154639,0.737164352101968,0.521640494465828,13,19.3445017182131,557696.603168334,68094.118758,6877526.73576118,0,0.0579439252336449,0.0579439252336449,0,0.929236499068901,0.929236499068901,0,0.473880597014925,0.473880597014925,0,0.839851024208566,0.839851024208566,0,0.714285714285714,0.714285714285714,0,0.56020942408377,0.56020942408377,0,0.355721393034826,0.355721393034826,0,0.716049382716049,0.716049382716049,0,2.06451612903226,2.06451612903226,0,28.3818407960199,28.3818407960199,0,2.63235294117647,2.63235294117647,0,3.2972027972028,3.2972027972028,0,0.446060606060606,0.446060606060606,0,0.453237410071942,0.453237410071942,0,0.415289256198347,0.415289256198347,0.438195757443632
"48","JAMPUR","JAMPUR",393,"PUNJAB","RAJANPUR",2.28883986333,2212.12198695,2.28883986292,0.206002067795,"390",6.43492210463965,130.23630831643,0.774866388421399,0.803047001361847,15,63.692125718148,756182.458784765,103996.4326,3670751.78845908,0,0.146884272997033,0.146884272997033,0,0.819526627218935,0.819526627218935,0,0.439349112426036,0.439349112426036,0,0.794378698224852,0.794378698224852,0,0.616822429906542,0.616822429906542,0,0.172839506172839,0.172839506172839,0,0.407453416149068,0.407453416149068,0,0.644808743169399,0.644808743169399,0,2.20070422535211,2.20070422535211,0,27.7490683229814,27.7490683229814,0,2.11450381679389,2.11450381679389,0,3.48475609756098,3.48475609756098,0,0.454035874439462,0.454035874439462,0,0.389830508474576,0.389830508474576,0,0.301857585139319,0.301857585139319,0.381907989351119
"49","JAND","JAND",292,"PUNJAB","ATTOCK",3.18130298531,2122.88996139,3.18130298674,0.205458977304,"290",2.8754149862062,360.239607975667,0.365268641270501,0.781081259250641,7,39.4317106152806,353289.81147523,35444.790588,1719515.08817499,0,0.141057934508816,0.141057934508816,0,0.964735516372796,0.964735516372796,0,0.768261964735516,0.768261964735516,0,0.904040404040404,0.904040404040404,0,0.847826086956522,0.847826086956522,0,0.641025641025641,0.641025641025641,0,0.727099236641221,0.727099236641221,0,0.845238095238095,0.845238095238095,0,1.9238578680203,1.9238578680203,0,29.5381679389313,29.5381679389313,0,2.82051282051282,2.82051282051282,0,3.56692913385827,3.56692913385827,0,0.428805237315876,0.428805237315876,0,0.398230088495575,0.398230088495575,0,0.394736842105263,0.394736842105263,0.407257389305571
"50","JARANWALA","JARANWALA",322,"PUNJAB","FAISALABAD",2.2915847202,1733.36550195,2.29158472165,0.163703285004,"320",17.2539441114991,186.99531516184,0.505709664861226,0.457436998685201,0,10.1933560477002,1652980.90246013,171679.350798,10097420.478885,0,0.028971028971029,0.028971028971029,0,0.99500998003992,0.99500998003992,0,0.738522954091816,0.738522954091816,0,0.859140859140859,0.859140859140859,0,0.700854700854701,0.700854700854701,0,0.4375,0.4375,0,0.648521505376344,0.648521505376344,0,0.903474903474903,0.903474903474903,0,2.07213578500707,2.07213578500707,0,28.6317204301075,28.6317204301075,0,2.64596273291925,2.64596273291925,0,3.41761658031088,3.41761658031088,0,0.449116392443632,0.449116392443632,0,0.451488952929875,0.451488952929875,0,0.435056746532156,0.435056746532156,0.445220697301888
"51","JATOI","JATOI",373,"PUNJAB","MUZAFFARGARH",1.72291298614,1033.16723336,1.7229129853,0.0962393044272,"370",12.5703086666654,107.604046242775,0.797301949212625,0.685627996921539,5,33.823571945047,684254.359755888,95308.801006,7109926.28041582,0,0.0612959719789842,0.0612959719789842,0,0.84965034965035,0.84965034965035,0,0.386363636363636,0.386363636363636,0,0.715034965034965,0.715034965034965,0,0.76271186440678,0.76271186440678,0,0.309352517985612,0.309352517985612,0,0.354993983152828,0.354993983152828,0,0.715083798882682,0.715083798882682,0,2.08961303462322,2.08961303462322,0,27.7533092659446,27.7533092659446,0,2.45505617977528,2.45505617977528,0,3.40677966101695,3.40677966101695,0,0.443548387096774,0.443548387096774,0,0.418451400329489,0.418451400329489,0,0.368110236220472,0.368110236220472,0.410036674548912
"52","JHANG","JHANG",337,"PUNJAB","JHANG",3.51936040663,2615.34330548,3.51936039879,0.247510805332,"335",10.2483919432994,158.666199943993,0.518708268948811,0.478821240365505,19,25.7605712685522,1437355.47317362,151428.027882,5807243.32921796,0,0.0288909599254427,0.0288909599254427,0,0.931966449207829,0.931966449207829,0,0.447761194029851,0.447761194029851,0,0.776328052190121,0.776328052190121,0,0.633757961783439,0.633757961783439,0,0.265573770491803,0.265573770491803,0,0.465665236051502,0.465665236051502,0,0.672025723472669,0.672025723472669,0,1.9402390438247,1.9402390438247,0,28.3454935622318,28.3454935622318,0,2.69035532994924,2.69035532994924,0,3.28153846153846,3.28153846153846,0,0.347266881028939,0.347266881028939,0,0.345517841601393,0.345517841601393,0,0.31328036322361,0.31328036322361,0.33535502861798
"53","JHELUM","JHELUM",340,"PUNJAB","JHELUM",2.17828495334,605.697096804,2.17828495582,0.0581237798343,"338",11.754995268914,254.892601431981,0.311320248964514,0.627278983592987,26,28.0885167464115,470251.868497465,43637.189716,8090524.56392314,0,0.129411764705882,0.129411764705882,0,0.996638655462185,0.996638655462185,0,0.853781512605042,0.853781512605042,0,0.92436974789916,0.92436974789916,0,0.965116279069767,0.965116279069767,0,0.8125,0.8125,0,0.891208791208791,0.891208791208791,0,0.935483870967742,0.935483870967742,0,1.93732970027248,1.93732970027248,0,28.9,28.9,0,2.79268292682927,2.79268292682927,0,3.59926017262639,3.59926017262639,0,0.441266598569969,0.441266598569969,0,0.451994091580502,0.451994091580502,0,0.486284289276808,0.486284289276808,0.45984832647576
"54","KABIRWALA","KABIRWALA",348,"PUNJAB","KHANEWAL",2.09632903821,1649.33782288,2.09632903847,0.154822348563,"346",11.5776074196935,134.215467143496,0.609282069377831,0.509811997413635,21,18.54850245865,1055374.01711902,113869.162217,6816677.48173688,0,0.032520325203252,0.032520325203252,0,0.921022067363531,0.921022067363531,0,0.451800232288037,0.451800232288037,0,0.868757259001161,0.868757259001161,0,0.769230769230769,0.769230769230769,0,0.437229437229437,0.437229437229437,0,0.532731376975169,0.532731376975169,0,0.811926605504587,0.811926605504587,0,2.16129032258065,2.16129032258065,0,28.2332580887886,28.2332580887886,0,2.34928229665072,2.34928229665072,0,3.41242937853107,3.41242937853107,0,0.491935483870968,0.491935483870968,0,0.412844036697248,0.412844036697248,0,0.434782608695652,0.434782608695652,0.446520709754622
"55","KAHUTA","KAHUTA",397,"PUNJAB","RAWALPINDI",1.30855484875,614.738837862,1.30855484971,0.0595125445879,"394",6.26535334275512,749.786713286713,0.397453931015737,0.626815021038055,17,22.1761960326721,222907.847784768,21380.837667,3745560.69360357,0,0.11353711790393,0.11353711790393,0,0.980392156862745,0.980392156862745,0,0.814814814814815,0.814814814814815,0,0.92156862745098,0.92156862745098,0,0.929411764705882,0.929411764705882,0,0.761194029850746,0.761194029850746,0,0.831029185867896,0.831029185867896,0,0.925,0.925,0,2.15983606557377,2.15983606557377,0,29.1858678955453,29.1858678955453,0,2.80769230769231,2.80769230769231,0,3.71534195933457,3.71534195933457,0,0.396039603960396,0.396039603960396,0,0.402750491159136,0.402750491159136,0,0.468401486988848,0.468401486988848,0.422397194036126
"56","KALLAR KAHAR","KALLAR KAHAR",311,"PUNJAB","CHAKWAL",1.51871034445,831.659844434,1.51871034369,0.0798594359591,"309",4.97022743032457,652.177083333333,0.401969758390759,0.59068751335144,0,31.7202432667246,201663.379429625,18409.977316,2525229.1981239,0,0.0787746170678337,0.0787746170678337,0,0.925764192139738,0.925764192139738,0,0.72707423580786,0.72707423580786,0,0.860262008733624,0.860262008733624,0,0.959459459459459,0.959459459459459,0,0.5,0.5,0,0.770440251572327,0.770440251572327,0,0.958904109589041,0.958904109589041,0,2.02955665024631,2.02955665024631,0,28.2327044025157,28.2327044025157,0,2.84507042253521,2.84507042253521,0,3.51020408163265,3.51020408163265,0,0,0,0,0,0,0,0,0,0
"57","KALLAR SAYYEDAN","KALLAR SAYYEDAN",398,"PUNJAB","RAWALPINDI",1.38207650907,471.215128682,1.38207650772,0.0455330586755,"395",8.872146386897,547.5625,0.473271808428008,NA,8,16.3567073170732,266182.997026331,25499.343355,5845928.31602495,0,0.205179282868526,0.205179282868526,0,0.99403578528827,0.99403578528827,0,0.795228628230616,0.795228628230616,0,0.916500994035785,0.916500994035785,0,0.950617283950617,0.950617283950617,0,0.735849056603774,0.735849056603774,0,0.781163434903047,0.781163434903047,0,0.95959595959596,0.95959595959596,0,1.98540145985401,1.98540145985401,0,28.707756232687,28.707756232687,0,2.77922077922078,2.77922077922078,0,3.50709219858156,3.50709219858156,0,0,0,0,0,0,0,0,0,0
"58","KALUR KOT","KALUR KOT",307,"PUNJAB","BHAKKAR",1.93806691189,1749.69732296,1.93806691214,0.167006998465,"305",3.69959843883136,187.389004581424,0.692787295428478,0.603515684604645,12,48.0387338608913,352736.391888435,39069.739409,2112105.45145124,0,0.0666666666666667,0.0666666666666667,0,0.961290322580645,0.961290322580645,0,0.481720430107527,0.481720430107527,0,0.838709677419355,0.838709677419355,0,0.666666666666667,0.666666666666667,0,0.545454545454545,0.545454545454545,0,0.484423676012461,0.484423676012461,0,0.771186440677966,0.771186440677966,0,1.91349480968858,1.91349480968858,0,27.9859813084112,27.9859813084112,0,2.57142857142857,2.57142857142857,0,3.32258064516129,3.32258064516129,0,0.42507204610951,0.42507204610951,0,0.36,0.36,0,0.347003154574132,0.347003154574132,0.377358400227881
"59","KAMALIA","KAMALIA",420,"PUNJAB","TOBA TEK SINGH",2.2263451707,1117.0210278,2.2259433776,0.104929680598,"552",13.1003360401554,150.145321831453,0.426588146101172,0.491186007857323,59,16.7905897945659,794717.610744163,81045.712255,7573811.39649929,0,0.0521472392638037,0.0521472392638037,0,0.973966309341501,0.973966309341501,0,0.633996937212864,0.633996937212864,0,0.834609494640122,0.834609494640122,0,0.681528662420382,0.681528662420382,0,0.42,0.42,0,0.595394736842105,0.595394736842105,0,0.780487804878049,0.780487804878049,0,2.00936768149883,2.00936768149883,0,28.4188596491228,28.4188596491228,0,2.52336448598131,2.52336448598131,0,3.31123388581952,3.31123388581952,0,0.41534144059869,0.41534144059869,0,0.409090909090909,0.409090909090909,0,0.330628803245436,0.330628803245436,0.385020384311679
"60","KAMOKE","KAMOKE",327,"PUNJAB","GUJRANWALA",1.64943777675,681.300449904,1.64943777354,0.0646604484061,"325",17.0677250594441,217.852721451441,0.461653907759449,0.620492994785309,0,17.8397435897436,629039.9434782,72326.632075,9728357.27224646,0,0.0267857142857143,0.0267857142857143,0,0.998217468805704,0.998217468805704,0,0.768270944741533,0.768270944741533,0,0.907308377896613,0.907308377896613,0,0.833333333333333,0.833333333333333,0,0.617977528089888,0.617977528089888,0,0.752747252747253,0.752747252747253,0,0.955801104972376,0.955801104972376,0,2.00392927308448,2.00392927308448,0,27.2340659340659,27.2340659340659,0,2.82075471698113,2.82075471698113,0,3.48613138686131,3.48613138686131,0,0.403275332650972,0.403275332650972,0,0.418685121107266,0.418685121107266,0,0.415750915750916,0.415750915750916,0.412570456503052
"61","KAROR LAL ESAN","KAROR LAL ESAN",357,"PUNJAB","LAYYAH",1.77193661749,1417.97067094,1.77193661791,0.134190706245,"354",7.74586041525577,154.579979360165,0.782425346048837,0.521723017096519,7,31.7257731958763,578013.580189006,68638.690645,4307403.9653215,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA
"62","KARORPACCA","KARORPACCA",360,"PUNJAB","LODHRAN",1.69493649807,714.550968972,1.69493650145,0.0664978827561,"357",14.5738009155671,121.756558237146,0.718101041934275,0.664416015148163,0,14.5702306079665,557772.793819058,65340.700679,8387827.8631043,0,0.0500848896434635,0.0500848896434635,0,0.899067005937235,0.899067005937235,0,0.490245971162002,0.490245971162002,0,0.867684478371501,0.867684478371501,0,0.787581699346405,0.787581699346405,0,0.471186440677966,0.471186440677966,0,0.492909812819058,0.492909812819058,0,0.761437908496732,0.761437908496732,0,2.04055766793409,2.04055766793409,0,28.2030629608622,28.2030629608622,0,2.3109243697479,2.3109243697479,0,3.29228998849252,3.29228998849252,0,0.425753424657534,0.425753424657534,0,0.383617193836172,0.383617193836172,0,0.381406436233611,0.381406436233611,0.396925684909106
"63","KASUR","KASUR",344,"PUNJAB","KASUR",2.92286646652,1458.18747371,2.92286647186,0.137050059805,"342",16.9582945578705,198.435525634386,0.558134469832923,0.536660015583038,15,17.4294385432473,1196462.03287881,138174.490488,8730109.52772427,0,0.0246360582306831,0.0246360582306831,0,0.961926091825308,0.961926091825308,0,0.508398656215006,0.508398656215006,0,0.744107744107744,0.744107744107744,0,0.684466019417476,0.684466019417476,0,0.337142857142857,0.337142857142857,0,0.520514883346742,0.520514883346742,0,0.728744939271255,0.728744939271255,0,1.86547811993517,1.86547811993517,0,27.2864038616251,27.2864038616251,0,2.63503649635036,2.63503649635036,0,3.31888544891641,3.31888544891641,0,0.462758620689655,0.462758620689655,0,0.428571428571429,0.428571428571429,0,0.388335704125178,0.388335704125178,0.426555251128754
"64","KHAIRPUR TAMEWALI","KHAIRPUR TAMEWALI",303,"PUNJAB","BAHAWALPUR",1.74800543405,725.334808558,1.74800543447,0.0674442908616,"301",7.53952286256847,128.052523171988,0.739989363484912,0.700109004974365,15,26.3374485596708,291672.648054711,33276.460738,4324645.48635024,0,0.0609037328094303,0.0609037328094303,0,0.905882352941176,0.905882352941176,0,0.484313725490196,0.484313725490196,0,0.762745098039216,0.762745098039216,0,0.769911504424779,0.769911504424779,0,0.561224489795918,0.561224489795918,0,0.348201438848921,0.348201438848921,0,0.848,0.848,0,2.05538461538462,2.05538461538462,0,28.0690647482014,28.0690647482014,0,2.57471264367816,2.57471264367816,0,3.16115702479339,3.16115702479339,0,0.427450980392157,0.427450980392157,0,0.387755102040816,0.387755102040816,0,0.351063829787234,0.351063829787234,0.388756637406736
"65","KHAN PUR","KHAN PUR",388,"PUNJAB","RAHIM YAR KHAN",3.51049162345,3064.41486578,3.51049162487,0.282515559213,"385",6.88688410145731,88.0316797642436,0.730952049375694,0.695508256554604,10,20.4440789473684,1048763.66231431,37125.542943,3712233.28455198,0,0.0428061831153389,0.0428061831153389,0,0.945368171021378,0.945368171021378,0,0.568883610451306,0.568883610451306,0,0.794292508917955,0.794292508917955,0,0.811764705882353,0.811764705882353,0,0.549450549450549,0.549450549450549,0,0.504424778761062,0.504424778761062,0,0.739495798319328,0.739495798319328,0,2.10470409711684,2.10470409711684,0,27.5518905872888,27.5518905872888,0,2.78921568627451,2.78921568627451,0,3.37639553429027,3.37639553429027,0,0.435074626865672,0.435074626865672,0,0.414424111948332,0.414424111948332,0,0.42382271468144,0.42382271468144,0.424440484498481
"66","KHANEWAL","KHANEWAL",349,"PUNJAB","KHANEWAL",1.86252546523,1192.84176893,1.86252547199,0.111678581631,"347",14.8592504015005,135.978829389788,0.593448267685966,0.476731508970261,0,25.406600249066,956998.913279235,103613.42663,8569225.17552452,0,0.114001530221882,0.114001530221882,0,0.967275494672755,0.967275494672755,0,0.641768292682927,0.641768292682927,0,0.862490450725745,0.862490450725745,0,0.734006734006734,0.734006734006734,0,0.52972972972973,0.52972972972973,0,0.590859630032644,0.590859630032644,0,0.823353293413174,0.823353293413174,0,2.04927211646137,2.04927211646137,0,28.1115342763874,28.1115342763874,0,2.66511627906977,2.66511627906977,0,3.4475138121547,3.4475138121547,0,0.465024630541872,0.465024630541872,0,0.424947145877378,0.424947145877378,0,0.416149068322981,0.416149068322981,0.435373614914077
"67","KHARIAN","KHARIAN",331,"PUNJAB","GUJRAT",1.7655625208,1267.41775713,1.76556251931,0.121413241345,"329",17.3720437004063,266.914857142857,0.272027804527438,0.602850675582886,0,13.2612921669525,1228494.92753749,118834.551693,10118294.4621887,0,0.0976645435244161,0.0976645435244161,0,0.996815286624204,0.996815286624204,0,0.835456475583864,0.835456475583864,0,0.916135881104034,0.916135881104034,0,0.972727272727273,0.972727272727273,0,0.776119402985075,0.776119402985075,0,0.824734982332155,0.824734982332155,0,0.952941176470588,0.952941176470588,0,1.9304897314376,1.9304897314376,0,28.6367491166078,28.6367491166078,0,2.97169811320755,2.97169811320755,0,3.58269065981148,3.58269065981148,0,0.385390428211587,0.385390428211587,0,0.376753507014028,0.376753507014028,0,0.382947976878613,0.382947976878613,0.381697304034743
